"6","413942164","Woods","Ella","UG","4","SR","DEF1","D","RE","ella.v.woods@fakeu.edu"
"7","357939893","Griffin","Angelina","UG","4","SR","DEF1","A","RE","angelina.w.griffin@fakeu.edu"
"8","633168548","Boyd","Valentina","UG","4","SR","DEF1","D+","RE","valentina.s.boyd@fakeu.edu"
"9","806876366","Jackson","Olivia","UG","4","SR","DEF1","C","RE","olivia.c.jackson@fakeu.edu"
"10","547072388","Miller","Amy","UG","4","SR","OT68","C+","RE","amy.d.miller@fakeu.edu"
"11","906633190","Velez","Ryan","UG","4","JR","DEF2","C","RE","ryan.s.velez@fakeu.edu"
"12","164959925","Brewer","Owen","UG","4","SR","DEF1","F","RE","owen.s.brewer@fakeu.edu"
"13","847343905","Nelson","Damian","UG","4","SR","DEF1","B","RE","damian.i.nelson@fakeu.edu"
"14","918733766","Mcclain","Carlos","UG","4","SR","DEF1","D+","RE","carlos.s.mcclain@fakeu.edu"
"15","611543414","Townsend","Nicholas","UG","4","JR","DEF2","C","RE","nicholas.c.townsend@fakeu.edu"
"16","350385068","Hardy","Joshua","UG","4","JR","DEF1","B","RE","joshua.a.hardy@fakeu.edu"
"17","528118670","Peterson","Santiago","UG","4","JR","DEF2","B-","RE","santiago.c.peterson@fakeu.edu"
"18","677029609","Morris","Luke","UG","4","JR","DEF1","B+","RE","luke.a.morris@fakeu.edu"
"19","458501803","Rivera","Elizabeth","UG","4","SR","DEF1","A","RE","elizabeth.w.rivera@fakeu.edu"
"20","641235432","Dunn","Emma","UG","4","JR","DEF1","D+","RE","emma.l.dunn@fakeu.edu"
"21","606612991","Davis","Sophia","UG","4","JR","DEF2","B-","RE","sophia.m.davis@fakeu.edu"
"22","232791958","Payne","Gavin","UG","4","JR","DEF2","D","RE","gavin.s.payne@fakeu.edu"
"23","237268966","Hayden","Nathan","UG","4","JR","DEF1","B","RE","nathan.b.hayden@fakeu.edu"
"24","906486903","Williams","Tyler","UG","4","JR","DEF2","B","RE","tyler.a.williams@fakeu.edu"
"25","136445306","Ellison","Jacob","UG","4","SR","DEF1","A+","RE","jacob.j.ellison@fakeu.edu"
"26","647792071","Crawford","Gabriel","UG","4","JR","DEF1","D-","RE","gabriel.o.crawford@fakeu.edu"
"27","834909589","Emerson","Amelia","UG","4","JR","DEF2","D","RE","amelia.s.emerson@fakeu.edu"
"28","526452890","Conner","Sophia","UG","4","JR","DEF1","A","RE","sophia.l.conner@fakeu.edu"
"29","635369401","Reid","Nathan","UG","4","JR","DEF1","D-","RE","nathan.m.reid@fakeu.edu"
"30","836461020","Wright","Jacob","UG","4","JR","DEF1","A","RE","jacob.a.wright@fakeu.edu"
"31","594619485","Smith","Emma","UG","4","JR","DEF1","B","RE","emma.e.smith1@fakeu.edu"
"32","400088252","Carroll","Julian","UG","4","JR","DEF1","B","RE","julian.d.carroll@fakeu.edu"
"33","526770549","Sullivan","Daisy","UG","4","JR","DEF1","D+","RE","daisy.l.sullivan@fakeu.edu"
"34","204124533","Williams","Olivia","UG","4","SR","DEF2","C+","RE","olivia.l.williams@fakeu.edu"
"35","494090430","Pennington","Melissa","UG","4","JR","DEF2","D-","RE","melissa.v.pennington@fakeu.edu"
"36","805615928","Garcia","Jacob","UG","4","JR","DEF1","D","RE","jacob.a.garcia2@fakeu.edu"
"37","988502555","Ashley","Aiden","UG","4","JR","DEF1","C+","RE","aiden.o.ashley@fakeu.edu"
"38","929896091","Romero","Sofia","UG","4","JR","DEF2","A","RE","sofia.g.romero@fakeu.edu"
"39","712410880","Walker","Jayden","UG","4","JR","DEF2","C+","RE","jayden.x.walker@fakeu.edu"
"40","328214761","Foreman","Lucas","UG","4","JR","DEF1","F","RE","lucas.h.foreman@fakeu.edu"
"41","521395008","Perkins","Abigail","UG","4","SR","OT93","A","RE","abigail.e.perkins@fakeu.edu"
"42","482466009","Conway","Owen","UG","4","SR","OT93","B+","RE","owen.s.conway@fakeu.edu"
"43","446769432","Landry","Aaron","UG","4","SR","O224","A+","RE","aaron.v.landry@fakeu.edu"
"44","622111480","Miller","Sophia","UG","4","SR","O200","C","RE","sophia.n.miller@fakeu.edu"
"45","230748913","Hodges","Miguel","UG","4","SR","OT93","C+","RE","miguel.a.hodges@fakeu.edu"
"46","770837832","Stewart","Jeremiah","UG","4","JR","OT93","A","RE","jeremiah.e.stewart@fakeu.edu"
"47","190587721","Johnson","Ethan","UG","4","JR","OT93","B-","RE","ethan.i.johnson@fakeu.edu"
"48","574035973","West","Natalia","UG","4","JR","OT93","D","RE","natalia.v.west@fakeu.edu"
"49","427500980","Williams","Maria","UG","4","SR","OT93","A+","RE","maria.n.williams@fakeu.edu"
"50","142488490","Harvey","Jonathan","UG","4","JR","DEF1","B","RE","jonathan.z.harvey@fakeu.edu"
"51","871297288","Ferguson","Justin","UG","4","JR","OT93","B","RE","justin.c.ferguson@fakeu.edu"
"52","630955803","Porter","Eli","UG","4","SR","DEF1","A-","RE","eli.w.porter@fakeu.edu"
"53","318954342","Adams","Elias","UG","4","SR","OT93","D+","RE","elias.k.adams@fakeu.edu"
"54","271469949","Scott","Wyatt","UG","4","SR","DEF2","C-","RE","wyatt.s.scott@fakeu.edu"
"55","115208462","Graham","Damian","UG","4","SR","OT35","C+","RE","damian.j.graham@fakeu.edu"
"56","692612735","Thomas","Noah","UG","4","SR","OT42","A-","RE","noah.k.thomas@fakeu.edu"
"57","661193035","Collins","Zachary","UG","4","JR","DEF2","C","RE","zachary.j.collins@fakeu.edu"
"58","166816781","Sharpe","Isabella","UG","4","SR","DEF1","C+","RE","isabella.s.sharpe@fakeu.edu"
"59","838810371","Calderon","Ryan","UG","4","JR","DEF1","C-","RE","ryan.d.calderon@fakeu.edu"
"60","504604197","Taylor","Emma","UG","4","JR","DEF1","A+","RE","emma.j.taylor@fakeu.edu"
"61","813467281","Ward","Mia","UG","4","JR","DEF2","B","RE","mia.a.ward@fakeu.edu"
"62","244841131","Reeves","Leonardo","UG","4","SR","DEF2","B","RE","leonardo.z.reeves@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"22839","201201","DEF","231","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Martin, Audrey T.","Lecture","TR","12:10 PM - 1:30 PM","TB2","116"
"","Discussion","TR","1:40 PM - 2:00 PM","TB2","116"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","321865830","Glass","Sebastian","UG","4","SR","DEF1","B","RE","sebastian.a.glass@fakeu.edu"
"2","752633752","Lewis","Lillian","UG","4","SR","DEF1","C-","RE","lillian.s.lewis@fakeu.edu"
"3","785038383","Sandoval","Zachary","GR","4","GM","DEFG","A","RE","zachary.m.sandoval@fakeu.edu"
"4","139255225","Delacruz","Emily","UG","4","SR","DEF1","A","RE","emily.d.delacruz@fakeu.edu"
"5","896714096","Poole","Mia","UG","4","SR","DEF1","C","RE","mia.a.poole@fakeu.edu"
"6","970638785","Coffey","Liam","UG","4","SR","DEF1","B+","RE","liam.s.coffey@fakeu.edu"
"7","707535617","Adams","Audrey","UG","4","SR","DEF1","C-","RE","audrey.e.adams@fakeu.edu"
"8","138824586","Miller","Kimberly","UG","4","SR","DEF1","A-","RE","kimberly.a.miller@fakeu.edu"
"9","286815328","Walker","Samantha","UG","4","SR","DEF1","B+","RE","samantha.j.walker@fakeu.edu"
"10","791952186","Carroll","Kevin","UG","4","SR","DEF1","A-","RE","kevin.a.carroll@fakeu.edu"
"11","925618877","Fuller","Lily","UG","4","SR","DEF1","A","RE","lily.x.fuller@fakeu.edu"
"12","895949278","Fields","Samuel","UG","4","SR","DEF1","B","RE","samuel.i.fields@fakeu.edu"
"13","651815138","Roberson","Hailey","UG","4","SR","DEF1","C+","RE","hailey.w.roberson@fakeu.edu"
"14","682097169","Smith","Nathaniel","UG","4","SR","DEF1","B","RE","nathaniel.j.smith@fakeu.edu"
"15","998007962","Sims","Liam","UG","4","SR","DEF1","C","RE","liam.j.sims@fakeu.edu"
"16","961756621","Jackson","Naomi","UG","4","SR","DEF1","C+","RE","naomi.b.jackson@fakeu.edu"
"17","579547989","Warren","Brayden","UG","4","SR","DEF1","D-","RE","brayden.a.warren@fakeu.edu"
"18","469405406","Stewart","Steven","UG","4","SR","DEF1","B+","RE","steven.l.stewart@fakeu.edu"
"19","116406028","Barber","David","UG","4","SR","DEF1","F","RE","david.j.barber@fakeu.edu"
"20","317658030","Carter","Bella","UG","4","SR","DEF1","B+","RE","bella.a.carter@fakeu.edu"
"21","551001063","Fisher","Aaron","UG","4","SR","DEF1","C","RE","aaron.j.fisher@fakeu.edu"
"22","940315783","Myers","Mateo","UG","4","SR","DEF1","B+","RE","mateo.a.myers@fakeu.edu"
"23","639303220","Gibson","Elizabeth","UG","4","SR","DEF1","B","RE","elizabeth.v.gibson@fakeu.edu"
"24","877965321","Richards","Valeria","UG","4","SR","DEF1","B-","RE","valeria.j.richards@fakeu.edu"
"25","822942487","Walker","Natalie","UG","4","JR","DEF1","C+","RE","natalie.n.walker@fakeu.edu"
"26","126898583","Martin","Luis","GR","4","D1","DEFG","A-","RE","luis.u.martin@fakeu.edu"
"27","162084123","Vincent","Victoria","UG","4","SR","DEF1","D-","RE","victoria.j.vincent@fakeu.edu"
"28","759668553","Gutierrez","Ayden","UG","4","SR","DEF1","B","RE","ayden.a.gutierrez@fakeu.edu"
"29","288739625","Woods","Ethan","UG","4","SR","DEF1","A-","RE","ethan.j.woods@fakeu.edu"
"30","269660496","Stone","Isabel","UG","4","SR","DEF1","D","RE","isabel.j.stone@fakeu.edu"
"31","735998399","Foster","Liam","UG","4","SR","DEF1","C","RE","liam.a.foster@fakeu.edu"
"32","664034858","Dickerson","James","GR","4","GM","DEFG","A","RE","james.j.dickerson@fakeu.edu"
"33","839672585","Ellis","Emma","UG","4","SR","DEF1","D","RE","emma.g.ellis@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"21315","201201","DEF","236","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Smith, Matthew H.","Discussion","W","9:00 AM - 9:50 AM","MB1","2010"
"","Laboratory","W","10:00 AM - 12:50 PM","MB1","2010"
"","Lecture","M","12:10 PM - 2:00 PM","LH5","13"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","602744021","Weiss","Christopher","UG","4","SR","DEF1","B","RE","christopher.g.weiss@fakeu.edu"
"2","707535617","Adams","Audrey","UG","4","SR","DEF1","C","RE","audrey.e.adams@fakeu.edu"
"3","286815328","Walker","Samantha","UG","4","SR","DEF1","B","RE","samantha.j.walker@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"40214","201201","DEF","236","2","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Smith, Matthew H.","Lecture","M","12:10 PM - 2:00 PM","LH5","13"
"","Discussion","W","2:10 PM - 3:00 PM","MB1","2010"
"","Laboratory","W","3:10 PM - 6:00 PM","MB1","2010"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","752633752","Lewis","Lillian","UG","4","SR","DEF1","C+","RE","lillian.s.lewis@fakeu.edu"
"2","216177053","Lewis","Jayden","GR","4","D1","DEFG","B+","RE","jayden.n.lewis@fakeu.edu"
"3","684385774","Burns","Michael","UG","4","SR","OTH7","A-","RE","michael.m.burns@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"63453","201201","DEF","236","3","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Smith, Matthew H.","Discussion","F","9:00 AM - 9:50 AM","MB1","2010"
"","Laboratory","F","10:00 AM - 12:50 PM","MB1","2010"
"","Lecture","M","12:10 PM - 2:00 PM","LH5","13"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","331931728","Miller","Lucas","UG","4","SR","DEF1","C","RE","lucas.l.miller@fakeu.edu"
"2","138824586","Miller","Kimberly","UG","4","SR","DEF1","B","RE","kimberly.a.miller@fakeu.edu"
"3","551001063","Fisher","Aaron","UG","4","SR","DEF1","C","RE","aaron.j.fisher@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"63899","201201","DEF","238","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Gibson, Melanie M.","Lecture","MW","4:10 PM - 6:00 PM","LH5","22"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","465952421","Gonzalez","Owen","UG","4","SR","DEF1","A","RE","owen.a.gonzalez1@fakeu.edu"
"2","724509524","Morse","Ethan","UG","4","SR","DEF1","A-","RE","ethan.m.morse@fakeu.edu"
"3","571070589","Hood","Dominic","UG","4","JR","DEF1","C-","RE","dominic.i.hood@fakeu.edu"
"4","836396328","Sheppard","Julian","UG","4","SR","DEF1","B","RE","julian.v.sheppard@fakeu.edu"
"5","288177784","Carter","Liam","UG","4","SR","OTH7","F","RE","liam.l.carter@fakeu.edu"
"6","247362777","Guerrero","Diego","UG","4","SR","DEF1","C-","RE","diego.m.guerrero@fakeu.edu"
"7","488121471","Lee","Nathan","UG","4","SR","DEF1","C-","RE","nathan.k.lee@fakeu.edu"
"8","224068109","Price","Matthew","UG","4","SR","DEF1","A-","RE","matthew.l.price1@fakeu.edu"
"9","342793744","Holland","Stella","UG","4","SR","DEF1","B","RE","stella.v.holland@fakeu.edu"
"10","362727338","Wallace","Brandon","UG","4","SR","DEF1","C","RE","brandon.t.wallace@fakeu.edu"
"11","104825844","Grant","Elijah","UG","4","SR","DEF1","C+","RE","elijah.b.grant@fakeu.edu"
"12","778740661","Brady","Matthew","UG","4","SR","DEF1","B-","RE","matthew.b.brady@fakeu.edu"
"13","649863927","Marsh","Adrian","UG","4","SR","DEF1","A-","RE","adrian.v.marsh@fakeu.edu"
"14","975951467","Thompson","Aubrey","UG","4","SR","DEF1","C","RE","aubrey.a.thompson@fakeu.edu"
"15","704556339","Gomez","Emily","UG","4","SR","OT68","C","RE","emily.h.gomez@fakeu.edu"
"16","950608669","Adams","Mia","UG","4","SR","DEF1","B-","RE","mia.s.adams@fakeu.edu"
"17","162084123","Vincent","Victoria","UG","4","SR","DEF1","A-","RE","victoria.j.vincent@fakeu.edu"
"18","551836130","Bryant","Christopher","UG","4","SR","DEF1","C","RE","christopher.v.bryant@fakeu.edu"
"19","832392984","Johns","Zoe","UG","4","SR","DEF1","B-","RE","zoe.a.johns@fakeu.edu"
"20","547072388","Miller","Amy","UG","4","SR","OT68","F","RE","amy.d.miller@fakeu.edu"
"21","140631953","Jenkins","Michael","UG","4","SR","DEF1","B+","RE","michael.w.jenkins@fakeu.edu"
"22","166816781","Sharpe","Isabella","UG","4","SR","DEF1","C","RE","isabella.s.sharpe@fakeu.edu"
"23","420788226","Morris","Logan","UG","4","SR","DEF1","B-","RE","logan.j.morris@fakeu.edu"
"24","730155970","Martin","Jasmine","UG","4","SR","ABC2","B-","RE","jasmine.m.martin@fakeu.edu"
"25","620111493","Meyers","Emily","UG","4","JR","DEF1","C","RE","emily.m.meyers@fakeu.edu"
"26","324555761","Foster","Aaliyah","UG","4","JR","DEF1","C","RE","aaliyah.a.foster@fakeu.edu"
"27","350724908","Clemons","Brandon","UG","4","SR","DEF1","A-","RE","brandon.n.clemons@fakeu.edu"
"28","761947452","Booker","Matthew","UG","4","JR","DEF1","C-","RE","matthew.a.booker@fakeu.edu"
"29","979552730","Fleming","Hannah","UG","4","SR","DEF2","A","RE","hannah.e.fleming@fakeu.edu"
"30","931620624","Spencer","Arianna","UG","4","SR","DEF1","A-","RE","arianna.l.spencer@fakeu.edu"
"31","847343905","Nelson","Damian","UG","4","SR","DEF1","C-","RE","damian.i.nelson@fakeu.edu"
"32","271171323","Carpenter","Michelle","UG","4","SR","DEF1","B","RE","michelle.o.carpenter@fakeu.edu"
"33","488637299","Sutton","Mason","UG","4","JR","DEF1","A-","RE","mason.a.sutton@fakeu.edu"
"34","579656960","Scott","Madison","UG","4","SR","DEF1","A","RE","madison.a.scott@fakeu.edu"
"35","431769628","Pierce","Jayden","UG","4","JR","DEF1","A","RE","jayden.n.pierce@fakeu.edu"
"36","963449377","Green","Amelia","UG","4","SR","DEF1","A","RE","amelia.a.green@fakeu.edu"
"37","662190350","Hodges","Alexander","UG","4","SR","DEF1","C+","RE","alexander.j.hodges@fakeu.edu"
"38","615516924","Chang","Brianna","UG","4","JR","DEF1","B+","RE","brianna.n.chang@fakeu.edu"
"39","207696594","Vance","Benjamin","UG","4","JR","DEF1","C","RE","benjamin.s.vance@fakeu.edu"
"40","458501803","Rivera","Elizabeth","UG","4","SR","DEF1","A-","RE","elizabeth.w.rivera@fakeu.edu"
"41","816951753","Morris","Noah","UG","4","JR","DEF1","B","RE","noah.k.morris@fakeu.edu"
"42","318617767","Kirk","Jayden","UG","4","SR","DEF1","C+","RE","jayden.s.kirk@fakeu.edu"
"43","121519346","Smith","Brianna","UG","4","JR","DEF1","B+","RE","brianna.d.smith@fakeu.edu"
"44","780659043","Sellers","Alexis","UG","4","SR","DEF1","B-","RE","alexis.v.sellers@fakeu.edu"
"45","607951113","Burke","Elijah","UG","4","JR","DEF1","A-","RE","elijah.v.burke@fakeu.edu"
"46","258312441","Conrad","Angel","UG","4","SR","DEF1","B+","RE","angel.a.conrad@fakeu.edu"
"47","906676775","Kent","Jose","UG","4","SR","DEF1","B","RE","jose.v.kent@fakeu.edu"
"48","338857410","Kidd","Ethan","UG","4","SR","DEF1","A","RE","ethan.j.kidd@fakeu.edu"
"49","136445306","Ellison","Jacob","UG","4","SR","DEF1","A","RE","jacob.j.ellison@fakeu.edu"
"50","528187575","Wilson","Arianna","UG","4","SR","DEF1","B-","RE","arianna.j.wilson@fakeu.edu"
"51","869933255","Christian","Aubrey","UG","4","SR","DEF1","C","RE","aubrey.a.christian@fakeu.edu"
"52","315689470","Turner","Jordan","UG","4","SR","DEF1","A-","RE","jordan.a.turner@fakeu.edu"
"53","801364916","White","Jade","UG","4","JR","DEF1","C","RE","jade.a.white@fakeu.edu"
"54","480409549","Foster","Matthew","UG","4","JR","DEF1","C","RE","matthew.o.foster@fakeu.edu"
"55","910230707","Richardson","Bryan","UG","4","JR","DEF1","A","RE","bryan.j.richardson@fakeu.edu"
"56","883436116","Kennedy","Victoria","UG","4","SR","DEF1","C","RE","victoria.e.kennedy@fakeu.edu"
"57","141206377","Lee","Jonathan","UG","4","JR","DEF1","C","RE","jonathan.c.lee1@fakeu.edu"
"58","553451751","Dale","Hunter","UG","4","JR","DEF1","B","RE","hunter.r.dale@fakeu.edu"
"59","836461020","Wright","Jacob","UG","4","JR","DEF1","B+","RE","jacob.a.wright@fakeu.edu"
"60","646415381","Mullins","Adam","UG","4","JR","DEF1","B","RE","adam.o.mullins@fakeu.edu"
"61","404373164","Smith","Amelia","UG","4","SR","DEF1","B+","RE","amelia.s.smith@fakeu.edu"
"62","600247117","Stewart","Elizabeth","UG","4","SR","DEF1","B","RE","elizabeth.i.stewart@fakeu.edu"
"63","895949278","Fields","Samuel","UG","4","SR","DEF1","B","RE","samuel.i.fields@fakeu.edu"
"64","185866930","Becker","Samantha","UG","4","SR","DEF1","C-","RE","samantha.h.becker@fakeu.edu"
"65","375567179","Johnson","Nicole","UG","4","JR","DEF1","C-","RE","nicole.p.johnson@fakeu.edu"
"66","179307022","Cox","Gianna","UG","4","SR","DEF1","B","RE","gianna.a.cox1@fakeu.edu"
"67","388740572","Cross","Lily","UG","4","SR","DEF1","C","RE","lily.s.cross@fakeu.edu"
"68","290677819","Humphrey","Samantha","UG","4","JR","DEF1","D","RE","samantha.j.humphrey@fakeu.edu"
"69","752338561","Pittman","Avery","UG","4","JR","DEF1","C","RE","avery.r.pittman@fakeu.edu"
"70","789010749","Zimmerman","David","UG","4","JR","DEF1","C+","RE","david.a.zimmerman@fakeu.edu"
"71","608705883","Collins","Jonathan","UG","4","SR","DEF1","C-","RE","jonathan.a.collins@fakeu.edu"
"72","181758572","Ford","Angel","UG","4","JR","DEF1","A","RE","angel.m.ford@fakeu.edu"
"73","912132597","Ray","Landon","UG","4","SR","DEF1","C+","RE","landon.n.ray@fakeu.edu"
"74","449433411","Oliver","Abigail","UG","4","SR","DEF1","C-","RE","abigail.j.oliver@fakeu.edu"
"75","350298729","Harris","Hannah","UG","4","JR","DEF1","C+","RE","hannah.n.harris@fakeu.edu"
"76","562189803","Bradley","Dominic","UG","4","SR","DEF1","B-","RE","dominic.j.bradley@fakeu.edu"
"77","708144678","Schneider","Tyler","UG","4","SR","DEF1","C","RE","tyler.g.schneider@fakeu.edu"
"78","376979486","Harding","Delilah","UG","4","SR","ABC2","A","RE","delilah.x.harding@fakeu.edu"
"79","896715309","Jones","Jordan","GR","4","GM","O284","B+","RE","jordan.a.jones@fakeu.edu"
"80","808958541","Griffin","Mason","GR","4","GM","O284","B+","RE","mason.g.griffin@fakeu.edu"
"81","389519639","Weber","Noah","UG","4","JR","DEF1","C-","RE","noah.h.weber@fakeu.edu"
"82","979614913","Thompson","Avery","GR","4","GM","DEFG","A","RE","avery.l.thompson@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"86746","201201","DEF","243","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Dalton, Jorge A.","Lecture","MW","1:40 PM - 3:00 PM","MB5","1320"
"","Laboratory","F","5:10 PM - 6:30 PM","MB4","2240"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","825434069","Lopez","Isabella","GR","4","D1","O218","A","RE","isabella.k.lopez@fakeu.edu"
"2","490530723","Holden","Allison","UG","4","SR","DEF1","B","RE","allison.n.holden@fakeu.edu"
"3","369519487","Jarvis","Jayden","UG","4","SR","DEF1","A","RE","jayden.e.jarvis@fakeu.edu"
"4","781421078","Allen","Benjamin","UG","4","SR","DEF1","B+","RE","benjamin.l.allen@fakeu.edu"
"5","342793744","Holland","Stella","UG","4","SR","DEF1","B+","RE","stella.v.holland@fakeu.edu"
"6","543919896","Harris","Samuel","UG","4","SR","DEF1","A-","RE","samuel.c.harris@fakeu.edu"
"7","982722581","Johnson","Hannah","UG","4","SR","DEF1","B-","RE","hannah.a.johnson@fakeu.edu"
"8","878623711","Rowe","James","UG","4","SR","DEF1","A","RE","james.v.rowe@fakeu.edu"
"9","543503323","Howard","Aiden","UG","4","SR","DEF1","B","RE","aiden.h.howard@fakeu.edu"
"10","620111493","Meyers","Emily","UG","4","JR","DEF1","B-","RE","emily.m.meyers@fakeu.edu"
"11","329617247","Gilbert","Nicholas","GR","4","GM","DEFG","A","RE","nicholas.a.gilbert@fakeu.edu"
"12","940315783","Myers","Mateo","UG","4","SR","DEF1","B","RE","mateo.a.myers@fakeu.edu"
"13","759668553","Gutierrez","Ayden","UG","4","SR","DEF1","A-","RE","ayden.a.gutierrez@fakeu.edu"
"14","967254012","Richardson","Oliver","UG","4","SR","DEF1","B","RE","oliver.k.richardson@fakeu.edu"
"15","864506041","Mcfarland","Emily","UG","4","SR","DEF1","B+","RE","emily.h.mcfarland@fakeu.edu"
"16","975951467","Thompson","Aubrey","UG","4","SR","DEF1","C+","RE","aubrey.a.thompson@fakeu.edu"
"17","617296619","Cannon","Ian","GR","4","D1","DEFG","B","RE","ian.i.cannon@fakeu.edu"
"18","906907690","Ward","Jordan","GR","4","GM","DEFG","A-","RE","jordan.a.ward@fakeu.edu"
"19","864218618","Diaz","Josiah","UG","4","SR","DEF2","B","RE","josiah.a.diaz@fakeu.edu"
"20","120116071","Brown","Michelle","GR","4","GM","DEFG","A-","RE","michelle.d.brown@fakeu.edu"
"21","887283243","Bright","Damian","GR","4","GM","DEFG","A-","RE","damian.a.bright@fakeu.edu"
"22","778740661","Brady","Matthew","UG","4","SR","DEF1","B+","RE","matthew.b.brady@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"87511","201201","DEF","243","2","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Dalton, Jorge A.","Lecture","MW","1:40 PM - 3:00 PM","MB5","1320"
"","Laboratory","M","6:30 PM - 7:50 PM","MB4","2240"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","552271675","Young","Nevaeh","UG","4","SR","DEF1","B","RE","nevaeh.e.young@fakeu.edu"
"2","247362777","Guerrero","Diego","UG","4","SR","DEF1","B-","RE","diego.m.guerrero@fakeu.edu"
"3","488121471","Lee","Nathan","UG","4","SR","DEF1","B-","RE","nathan.k.lee@fakeu.edu"
"4","896714096","Poole","Mia","UG","4","SR","DEF1","B+","RE","mia.a.poole@fakeu.edu"
"5","499100114","Schwartz","Katherine","UG","4","SR","DEF1","B","RE","katherine.c.schwartz@fakeu.edu"
"6","735998399","Foster","Liam","UG","4","SR","DEF1","A-","RE","liam.a.foster@fakeu.edu"
"7","147838905","Hicks","Katherine","UG","4","SR","DEF1","B+","RE","katherine.c.hicks@fakeu.edu"
"8","418919122","Chavez","Michelle","UG","4","SR","DEF1","B","RE","michelle.i.chavez@fakeu.edu"
"9","357939893","Griffin","Angelina","UG","4","SR","DEF1","A","RE","angelina.w.griffin@fakeu.edu"
"10","880518423","Young","Michael","UG","4","SR","DEF1","B","RE","michael.e.young@fakeu.edu"
"11","536704999","Haney","Emily","UG","4","SR","DEF1","A","RE","emily.s.haney@fakeu.edu"
"12","543463913","Wilson","Madison","UG","4","SR","DEF1","A","RE","madison.l.wilson@fakeu.edu"
"13","682097169","Smith","Nathaniel","UG","4","SR","DEF1","A","RE","nathaniel.j.smith@fakeu.edu"
"14","998007962","Sims","Liam","UG","4","SR","DEF1","B+","RE","liam.j.sims@fakeu.edu"
"15","961756621","Jackson","Naomi","UG","4","SR","DEF1","B","RE","naomi.b.jackson@fakeu.edu"
"16","930417572","Holmes","Jason","UG","4","SR","DEF1","A-","RE","jason.m.holmes@fakeu.edu"
"17","865753462","Williams","Kayla","UG","4","SR","DEF1","A-","RE","kayla.g.williams@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"49642","201201","DEF","252","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Davenport, Jackson L.","Lecture","MW","12:10 PM - 1:00 PM","LH5","47"
"","Laboratory","MW","2:10 PM - 4:00 PM","MB4","2240"
"","Laboratory","","","MB4","2240"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","599045609","Lee","Brandon","UG","4","SR","ABC2","B+","RE","brandon.m.lee@fakeu.edu"
"2","620834920","Small","Ethan","UG","4","SR","ABC2","A","RE","ethan.t.small@fakeu.edu"
"3","350291061","Horn","Jonathan","UG","4","SR","ABC2","B+","RE","jonathan.j.horn@fakeu.edu"
"4","438257473","Tate","Jesus","UG","4","SR","ABC2","A","RE","jesus.l.tate@fakeu.edu"
"5","517640489","Allen","Jason","UG","4","SR","ABC2","C","RE","jason.j.allen@fakeu.edu"
"6","580080318","Nicholson","Ayden","UG","4","SR","DEF2","A","RE","ayden.j.nicholson@fakeu.edu"
"7","504642662","Miller","Ariana","UG","4","SR","DEF1","B","RE","ariana.i.miller@fakeu.edu"
