"55","480409549","Foster","Matthew","UG","4","SR","DEF1","A","RE","matthew.o.foster@fakeu.edu"
"56","486368702","Spencer","Alexander","UG","4","JR","DEF1","A","RE","alexander.h.spencer@fakeu.edu"
"57","375567179","Johnson","Nicole","UG","4","JR","DEF1","D","RE","nicole.p.johnson@fakeu.edu"
"58","579656960","Scott","Madison","UG","4","SR","DEF1","B","RE","madison.a.scott@fakeu.edu"
"59","607154756","Becker","Caleb","UG","4","JR","DEF1","C","RE","caleb.v.becker@fakeu.edu"
"60","801364916","White","Jade","UG","4","SR","DEF1","B","RE","jade.a.white@fakeu.edu"
"61","141206377","Lee","Jonathan","UG","4","SR","DEF1","C","RE","jonathan.c.lee1@fakeu.edu"
"62","836461020","Wright","Jacob","UG","4","SR","DEF1","A+","RE","jacob.a.wright@fakeu.edu"
"63","488637299","Sutton","Mason","UG","4","SR","DEF1","A","RE","mason.a.sutton@fakeu.edu"
"64","608705883","Collins","Jonathan","UG","4","SR","DEF1","D-","RE","jonathan.a.collins@fakeu.edu"
"65","474335300","Robinson","Joseph","UG","4","SR","DEF1","A","RE","joseph.b.robinson@fakeu.edu"
"66","110989015","Savage","Mia","UG","4","JR","DEF1","D","RE","mia.a.savage@fakeu.edu"
"67","571070589","Hood","Dominic","UG","4","SR","DEF1","A","RE","dominic.i.hood@fakeu.edu"
"68","940315783","Myers","Mateo","UG","4","SR","DEF1","D","RE","mateo.a.myers@fakeu.edu"
"69","649863927","Marsh","Adrian","UG","4","SR","DEF1","A-","RE","adrian.v.marsh@fakeu.edu"
"70","622111480","Miller","Sophia","UG","4","SR","O200","C","RE","sophia.n.miller@fakeu.edu"
"71","802866183","Moore","Jayden","UG","4","SR","O224","B","RE","jayden.j.moore@fakeu.edu"
"72","730155970","Martin","Jasmine","UG","4","SR","DEF1","C","RE","jasmine.m.martin@fakeu.edu"
"73","449433411","Oliver","Abigail","UG","4","SR","DEF1","D-","RE","abigail.j.oliver@fakeu.edu"
"74","531139626","Meyer","Andrew","UG","4","SR","DEF1","A","RE","andrew.l.meyer@fakeu.edu"
"75","822942487","Walker","Natalie","UG","4","SR","DEF1","A","RE","natalie.n.walker@fakeu.edu"
"76","662190350","Hodges","Alexander","UG","4","SR","DEF1","C","RE","alexander.j.hodges@fakeu.edu"
"77","869933255","Christian","Aubrey","UG","4","SR","DEF1","D+","RE","aubrey.a.christian@fakeu.edu"
"78","207696594","Vance","Benjamin","UG","4","JR","DEF1","C-","RE","benjamin.s.vance@fakeu.edu"
"79","350385068","Hardy","Joshua","UG","4","SR","DEF1","A","RE","joshua.a.hardy@fakeu.edu"
"80","121519346","Smith","Brianna","UG","4","SR","DEF1","C","RE","brianna.d.smith@fakeu.edu"
"81","780659043","Sellers","Alexis","UG","4","SR","DEF1","B+","RE","alexis.v.sellers@fakeu.edu"
"82","816951753","Morris","Noah","UG","4","JR","DEF1","D","RE","noah.k.morris@fakeu.edu"
"83","136445306","Ellison","Jacob","UG","4","SR","DEF1","A+","RE","jacob.j.ellison@fakeu.edu"
"84","388740572","Cross","Lily","UG","4","SR","DEF1","C","RE","lily.s.cross@fakeu.edu"
"85","641791326","Moore","Aaron","UG","4","JR","DEF1","C","RE","aaron.a.moore@fakeu.edu"
"86","594619485","Smith","Emma","UG","4","SR","DEF1","B","RE","emma.e.smith1@fakeu.edu"
"87","258312441","Conrad","Angel","UG","4","SR","DEF1","B+","RE","angel.a.conrad@fakeu.edu"
"88","400088252","Carroll","Julian","UG","4","JR","DEF1","B","RE","julian.d.carroll@fakeu.edu"
"89","789010749","Zimmerman","David","UG","4","JR","DEF1","B","RE","david.a.zimmerman@fakeu.edu"
"90","779801102","Ramirez","David","UG","4","SR","DEF1","B","RE","david.v.ramirez@fakeu.edu"
"91","449016629","Alvarez","Owen","UG","4","JR","DEF1","C-","RE","owen.e.alvarez@fakeu.edu"
"92","288739625","Woods","Ethan","UG","4","SR","DEF1","B","RE","ethan.j.woods@fakeu.edu"
"93","307765319","Perry","Aubrey","UG","4","SR","DEF1","D","RE","aubrey.n.perry@fakeu.edu"
"94","630955803","Porter","Eli","UG","4","SR","DEF1","A-","RE","eli.w.porter@fakeu.edu"
"95","677138832","Snyder","Santiago","UG","4","SR","DEF1","A-","RE","santiago.s.snyder@fakeu.edu"
"96","360390909","Young","Dominic","UG","4","SR","DEF1","C","RE","dominic.r.young@fakeu.edu"
"97","883436116","Kennedy","Victoria","UG","4","SR","DEF1","C","RE","victoria.e.kennedy@fakeu.edu"
"98","350298729","Harris","Hannah","UG","4","JR","DEF1","F","RE","hannah.n.harris@fakeu.edu"
"99","271171323","Carpenter","Michelle","UG","4","SR","DEF1","A-","RE","michelle.o.carpenter@fakeu.edu"
"100","367015137","Clark","Genesis","GR","4","GM","DEFG","C-","RE","genesis.d.clark@fakeu.edu"
"101","147838905","Hicks","Katherine","UG","4","SR","DEF1","A","RE","katherine.c.hicks@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"91775","201203","DEF","221","1","5"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Perry, Austin A.","Lecture","TR","3:10 PM - 4:30 PM","LH5","16"
"","Discussion","T","4:40 PM - 5:30 PM","LH5","16"
"","Laboratory","W","5:10 PM - 8:00 PM","MB4","3003"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","518693658","Vasquez","Mia","UG","5","SR","DEF1","B","RE","mia.l.vasquez@fakeu.edu"
"2","504324534","Davis","Tyler","GR","5","GM","DEFG","A-","RE","tyler.e.davis@fakeu.edu"
"3","435718354","Garza","Ryan","UG","5","SR","DEF1","A","RE","ryan.l.garza@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"58961","201203","DEF","221","2","5"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Perry, Austin A.","Lecture","TR","3:10 PM - 4:30 PM","LH5","16"
"","Discussion","T","4:40 PM - 5:30 PM","LH5","16"
"","Laboratory","R","6:10 PM - 9:00 PM","MB4","3003"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","735794067","Morgan","Andrew","U2","5","U2","DEF1","A+","RE","andrew.a.morgan@fakeu.edu"
"2","121065857","Davenport","Dylan","UG","5","SR","DEF1","B-","RE","dylan.m.davenport@fakeu.edu"
"3","322243787","Castaneda","Kaylee","UG","5","SR","DEF1","A-","RE","kaylee.a.castaneda@fakeu.edu"
"4","473243017","Walters","Hannah","U2","5","U2","DEF1","A+","RE","hannah.j.walters@fakeu.edu"
"5","225240014","Rivera","Evan","UG","5","SR","DEF1","A","RE","evan.j.rivera@fakeu.edu"
"6","918308322","Bowman","Angela","UG","5","SR","DEF1","A","RE","angela.l.bowman@fakeu.edu"
"7","908577601","Newton","Jordan","UG","5","SR","DEF1","B","RE","jordan.o.newton@fakeu.edu"
"8","296891326","Turner","Leonardo","UG","5","SR","DEF1","A-","RE","leonardo.m.turner@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"65023","201203","DEF","230","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Mcdaniel, Elijah I.","Lecture","MW","12:10 PM - 1:30 PM","LH5","38"
"","Discussion","MW","1:40 PM - 2:00 PM","LH5","38"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","488121471","Lee","Nathan","UG","4","SR","DEF1","D+","RE","nathan.k.lee@fakeu.edu"
"2","247362777","Guerrero","Diego","UG","4","SR","DEF1","D-","RE","diego.m.guerrero@fakeu.edu"
"3","218196999","Johnson","Sophia","UG","4","SR","OT68","A","RE","sophia.e.johnson@fakeu.edu"
"4","102145383","Harper","Sophia","UG","4","SR","OT68","C+","RE","sophia.j.harper1@fakeu.edu"
"5","430084256","Thornton","Joshua","UG","4","SR","OT68","A+","RE","joshua.e.thornton@fakeu.edu"
"6","571070589","Hood","Dominic","UG","4","SR","DEF1","B","RE","dominic.i.hood@fakeu.edu"
"7","967254012","Richardson","Oliver","UG","4","SR","DEF1","B+","RE","oliver.k.richardson@fakeu.edu"
"8","369647385","Pugh","Noah","UG","4","SR","OT93","B","RE","noah.e.pugh@fakeu.edu"
"9","894611217","Williams","Oliver","UG","4","SR","OT68","F","RE","oliver.h.williams@fakeu.edu"
"10","172174398","Johnson","Damian","UG","4","SR","OT93","A-","RE","damian.l.johnson@fakeu.edu"
"11","482466009","Conway","Owen","UG","4","SR","OT93","A","RE","owen.s.conway@fakeu.edu"
"12","950608669","Adams","Mia","UG","4","SR","DEF1","C","RE","mia.s.adams@fakeu.edu"
"13","946469624","Lara","Andrew","UG","4","SR","OT62","C-","RE","andrew.g.lara@fakeu.edu"
"14","776489663","Johns","Jose","UG","4","SR","OT93","D","RE","jose.a.johns@fakeu.edu"
"15","331931728","Miller","Lucas","UG","4","SR","DEF1","C","RE","lucas.l.miller@fakeu.edu"
"16","185866930","Becker","Samantha","UG","4","SR","DEF1","D+","RE","samantha.h.becker@fakeu.edu"
"17","839672585","Ellis","Emma","UG","4","SR","DEF1","D+","RE","emma.g.ellis@fakeu.edu"
"18","418919122","Chavez","Michelle","UG","4","SR","DEF1","C+","RE","michelle.i.chavez@fakeu.edu"
"19","602744021","Weiss","Christopher","UG","4","SR","DEF1","B","RE","christopher.g.weiss@fakeu.edu"
"20","521395008","Perkins","Abigail","UG","4","SR","OT93","B+","RE","abigail.e.perkins@fakeu.edu"
"21","676449501","Thomas","Nicole","UG","4","SR","DEF1","A-","RE","nicole.m.thomas@fakeu.edu"
"22","104825844","Grant","Elijah","UG","4","SR","DEF1","C+","RE","elijah.b.grant@fakeu.edu"
"23","207118748","Riley","Steven","UG","4","SR","OT68","B","RE","steven.j.riley@fakeu.edu"
"24","735998399","Foster","Liam","UG","4","SR","DEF1","D+","RE","liam.a.foster@fakeu.edu"
"25","651815138","Roberson","Hailey","UG","4","SR","DEF1","B+","RE","hailey.w.roberson@fakeu.edu"
"26","895949278","Fields","Samuel","UG","4","SR","DEF1","B","RE","samuel.i.fields@fakeu.edu"
"27","162084123","Vincent","Victoria","UG","4","SR","DEF1","B","RE","victoria.j.vincent@fakeu.edu"
"28","350724908","Clemons","Brandon","UG","4","SR","DEF1","B","RE","brandon.n.clemons@fakeu.edu"
"29","230748913","Hodges","Miguel","UG","4","SR","OT93","C","RE","miguel.a.hodges@fakeu.edu"
"30","970691887","Durham","Brandon","UG","4","SR","OT93","B+","RE","brandon.d.durham@fakeu.edu"
"31","963449377","Green","Amelia","UG","4","SR","DEF1","A","RE","amelia.a.green@fakeu.edu"
"32","620111493","Meyers","Emily","UG","4","SR","DEF1","C-","RE","emily.m.meyers@fakeu.edu"
"33","847343905","Nelson","Damian","UG","4","SR","DEF1","B+","RE","damian.i.nelson@fakeu.edu"
"34","106601858","Jones","Aaron","UG","4","SR","OT93","A-","RE","aaron.h.jones@fakeu.edu"
"35","502605656","Myers","Dylan","UG","4","SR","DEF1","C+","RE","dylan.z.myers@fakeu.edu"
"36","646415381","Mullins","Adam","UG","4","SR","DEF1","B","RE","adam.o.mullins@fakeu.edu"
"37","698844749","Lester","Gianna","UG","4","JR","DEF1","A-","RE","gianna.c.lester@fakeu.edu"
"38","480409549","Foster","Matthew","UG","4","SR","DEF1","B+","RE","matthew.o.foster@fakeu.edu"
"39","553451751","Dale","Hunter","UG","4","SR","DEF1","C+","RE","hunter.r.dale@fakeu.edu"
"40","579656960","Scott","Madison","UG","4","SR","DEF1","A","RE","madison.a.scott@fakeu.edu"
"41","761947452","Booker","Matthew","UG","4","JR","DEF1","C-","RE","matthew.a.booker@fakeu.edu"
"42","608705883","Collins","Jonathan","UG","4","SR","DEF1","D-","RE","jonathan.a.collins@fakeu.edu"
"43","562189803","Bradley","Dominic","UG","4","SR","DEF1","F","RE","dominic.j.bradley@fakeu.edu"
"44","403567345","Adkins","Gavin","UG","4","SR","OT93","B+","RE","gavin.n.adkins@fakeu.edu"
"45","258312441","Conrad","Angel","UG","4","SR","DEF1","A","RE","angel.a.conrad@fakeu.edu"
"46","190587721","Johnson","Ethan","UG","4","JR","OT93","B","RE","ethan.i.johnson@fakeu.edu"
"47","677029609","Morris","Luke","UG","4","SR","DEF1","B+","RE","luke.a.morris@fakeu.edu"
"48","662190350","Hodges","Alexander","UG","4","SR","DEF1","C+","RE","alexander.j.hodges@fakeu.edu"
"49","207696594","Vance","Benjamin","UG","4","JR","DEF1","D","RE","benjamin.s.vance@fakeu.edu"
"50","770837832","Stewart","Jeremiah","UG","4","SR","OT93","A-","RE","jeremiah.e.stewart@fakeu.edu"
"51","404373164","Smith","Amelia","UG","4","SR","DEF1","B","RE","amelia.s.smith@fakeu.edu"
"52","121519346","Smith","Brianna","UG","4","SR","DEF1","C","RE","brianna.d.smith@fakeu.edu"
"53","780659043","Sellers","Alexis","UG","4","SR","DEF1","B","RE","alexis.v.sellers@fakeu.edu"
"54","338857410","Kidd","Ethan","UG","4","SR","DEF1","A-","RE","ethan.j.kidd@fakeu.edu"
"55","315689470","Turner","Jordan","UG","4","SR","DEF1","B","RE","jordan.a.turner@fakeu.edu"
"56","136445306","Ellison","Jacob","UG","4","SR","DEF1","A+","RE","jacob.j.ellison@fakeu.edu"
"57","271171323","Carpenter","Michelle","UG","4","SR","DEF1","C+","RE","michelle.o.carpenter@fakeu.edu"
"58","514748260","Jenkins","Adam","UG","4","SR","DEF2","A","RE","adam.j.jenkins@fakeu.edu"
"59","290677819","Humphrey","Samantha","UG","4","JR","DEF1","C-","RE","samantha.j.humphrey@fakeu.edu"
"60","263520726","Matthews","Emily","UG","4","SR","DEF2","C+","RE","emily.s.matthews@fakeu.edu"
"61","526770549","Sullivan","Daisy","UG","4","JR","DEF1","F","RE","daisy.l.sullivan@fakeu.edu"
"62","431769628","Pierce","Jayden","UG","4","SR","DEF1","B+","RE","jayden.n.pierce@fakeu.edu"
"63","675323850","Tyler","Christopher","UG","4","JR","DEF1","A","RE","christopher.g.tyler@fakeu.edu"
"64","871297288","Ferguson","Justin","UG","4","JR","OT93","A+","RE","justin.c.ferguson@fakeu.edu"
"65","906676775","Kent","Jose","UG","4","SR","DEF1","C+","RE","jose.v.kent@fakeu.edu"
"66","143692658","Smith","Jesus","UG","4","SR","O224","A","RE","jesus.j.smith@fakeu.edu"
"67","622111480","Miller","Sophia","UG","4","SR","O200","B-","RE","sophia.n.miller@fakeu.edu"
"68","547072388","Miller","Amy","UG","4","SR","OT68","C","RE","amy.d.miller@fakeu.edu"
"69","692612735","Thomas","Noah","UG","4","SR","OT42","B+","RE","noah.k.thomas@fakeu.edu"
"70","446769432","Landry","Aaron","UG","4","SR","O224","A","RE","aaron.v.landry@fakeu.edu"
"71","420250511","Kennedy","Dominic","GR","4","GM","O189","A","RE","dominic.s.kennedy@fakeu.edu"
"72","641235432","Dunn","Emma","UG","4","JR","DEF1","C-","RE","emma.l.dunn@fakeu.edu"
"73","224068109","Price","Matthew","UG","4","SR","DEF1","B+","RE","matthew.l.price1@fakeu.edu"
"74","543463913","Wilson","Madison","UG","4","SR","DEF1","B","RE","madison.l.wilson@fakeu.edu"
"75","615516924","Chang","Brianna","UG","4","SR","DEF1","B+","RE","brianna.n.chang@fakeu.edu"
"76","912132597","Ray","Landon","UG","4","SR","DEF1","C-","RE","landon.n.ray@fakeu.edu"
"77","781421078","Allen","Benjamin","UG","4","SR","DEF1","B","RE","benjamin.l.allen@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"87750","201203","DEF","238","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Gibson, Melanie M.","Lecture","MW","8:00 AM - 9:50 AM","TB4","103"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","430084256","Thornton","Joshua","UG","4","SR","OT68","A","RE","joshua.e.thornton@fakeu.edu"
"2","875486064","Curtis","Robert","UG","4","SR","DEF2","A","RE","robert.l.curtis@fakeu.edu"
"3","735794067","Morgan","Andrew","U2","4","U2","DEF1","B+","RE","andrew.a.morgan@fakeu.edu"
"4","894611217","Williams","Oliver","UG","4","SR","OT68","C-","RE","oliver.h.williams@fakeu.edu"
"5","351004603","Bass","Ella","U2","4","U2","DEF1","A","RE","ella.d.bass@fakeu.edu"
"6","498845749","Blevins","Benjamin","UG","4","SR","OT68","B-","RE","benjamin.j.blevins@fakeu.edu"
"7","360390909","Young","Dominic","UG","4","SR","DEF1","C","RE","dominic.r.young@fakeu.edu"
"8","781601246","Hardy","Landon","UG","4","SR","DEF1","B","RE","landon.l.hardy@fakeu.edu"
"9","806876366","Jackson","Olivia","UG","4","SR","DEF1","C-","RE","olivia.c.jackson@fakeu.edu"
"10","633168548","Boyd","Valentina","UG","4","SR","DEF1","C-","RE","valentina.s.boyd@fakeu.edu"
"11","182195774","Delgado","Olivia","UG","4","SR","DEF2","C+","RE","olivia.m.delgado@fakeu.edu"
"12","164959925","Brewer","Owen","UG","4","SR","DEF1","C-","RE","owen.s.brewer@fakeu.edu"
"13","187580548","Wade","Arianna","UG","4","JR","DEF1","F","RE","arianna.k.wade@fakeu.edu"
"14","427500980","Williams","Maria","UG","4","SR","OT93","B+","RE","maria.n.williams@fakeu.edu"
"15","526452890","Conner","Sophia","UG","4","SR","DEF1","A-","RE","sophia.l.conner@fakeu.edu"
"16","502605656","Myers","Dylan","UG","4","SR","DEF1","C+","RE","dylan.z.myers@fakeu.edu"
"17","698844749","Lester","Gianna","UG","4","JR","DEF1","B-","RE","gianna.c.lester@fakeu.edu"
"18","607154756","Becker","Caleb","UG","4","JR","DEF1","C","RE","caleb.v.becker@fakeu.edu"
"19","747173581","Brown","Daniel","UG","4","JR","DEF1","B","RE","daniel.s.brown1@fakeu.edu"
"20","263889913","Perry","Jose","UG","4","JR","DEF1","B-","RE","jose.h.perry@fakeu.edu"
"21","492455064","Cobb","Jade","UG","4","SR","DEF1","C","RE","jade.n.cobb@fakeu.edu"
"22","142019695","Fernandez","Gael","UG","4","JR","DEF1","A","RE","gael.a.fernandez@fakeu.edu"
"23","843845173","Stuart","Jack","UG","4","SR","DEF1","C","RE","jack.u.stuart@fakeu.edu"
"24","918733766","Mcclain","Carlos","UG","4","SR","DEF1","D-","RE","carlos.s.mcclain@fakeu.edu"
"25","713160345","White","Mia","UG","4","JR","DEF1","C-","RE","mia.j.white1@fakeu.edu"
"26","531139626","Meyer","Andrew","UG","4","SR","DEF1","A-","RE","andrew.l.meyer@fakeu.edu"
"27","677029609","Morris","Luke","UG","4","SR","DEF1","A","RE","luke.a.morris@fakeu.edu"
"28","635369401","Reid","Nathan","UG","4","JR","DEF1","D-","RE","nathan.m.reid@fakeu.edu"
"29","350385068","Hardy","Joshua","UG","4","SR","DEF1","B","RE","joshua.a.hardy@fakeu.edu"
"30","639195670","Davis","Jack","UG","4","SR","DEF1","B-","RE","jack.j.davis@fakeu.edu"
"31","641235432","Dunn","Emma","UG","4","JR","DEF1","C","RE","emma.l.dunn@fakeu.edu"
"32","997728885","Jones","Jacob","UG","4","JR","DEF1","C","RE","jacob.v.jones1@fakeu.edu"
"33","629093630","Dodson","Hailey","UG","4","JR","DEF1","C+","RE","hailey.e.dodson@fakeu.edu"
"34","237268966","Hayden","Nathan","UG","4","JR","DEF1","C","RE","nathan.b.hayden@fakeu.edu"
"35","630955803","Porter","Eli","UG","4","SR","DEF1","B+","RE","eli.w.porter@fakeu.edu"
"36","641791326","Moore","Aaron","UG","4","JR","DEF1","C","RE","aaron.a.moore@fakeu.edu"
"37","893409799","Roberson","Elizabeth","UG","4","JR","DEF1","C","RE","elizabeth.s.roberson@fakeu.edu"
"38","449016629","Alvarez","Owen","UG","4","JR","DEF1","D+","RE","owen.e.alvarez@fakeu.edu"
"39","400088252","Carroll","Julian","UG","4","JR","DEF1","B","RE","julian.d.carroll@fakeu.edu"
"40","627994772","Wolf","Amelia","UG","4","JR","DEF2","D","RE","amelia.e.wolf@fakeu.edu"
"41","545371554","Campbell","Bella","UG","4","JR","DEF1","C+","RE","bella.e.campbell@fakeu.edu"
"42","504604197","Taylor","Emma","UG","4","JR","DEF1","C-","RE","emma.j.taylor@fakeu.edu"
"43","749527846","Cleveland","Grace","UG","4","SR","DEF1","D","RE","grace.c.cleveland@fakeu.edu"
"44","110989015","Savage","Mia","UG","4","JR","DEF1","C-","RE","mia.a.savage@fakeu.edu"
"45","438375043","Alexander","Valerie","UL","4","UL","DEF2","B+","RE","valerie.l.alexander@fakeu.edu"
"46","526770549","Sullivan","Daisy","UG","4","JR","DEF1","D","RE","daisy.l.sullivan@fakeu.edu"
"47","915575766","Clark","Bryan","UG","4","SR","DEF1","B+","RE","bryan.u.clark@fakeu.edu"
"48","675323850","Tyler","Christopher","UG","4","JR","DEF1","A","RE","christopher.g.tyler@fakeu.edu"
"49","838810371","Calderon","Ryan","UG","4","JR","DEF1","D","RE","ryan.d.calderon@fakeu.edu"
"50","805615928","Garcia","Jacob","UG","4","JR","DEF1","I","RE","jacob.a.garcia2@fakeu.edu"
"51","358485649","Reese","Chloe","GR","4","D1","DEFG","A","RE","chloe.p.reese@fakeu.edu"
"52","142488490","Harvey","Jonathan","UG","4","SR","DEF1","C+","RE","jonathan.z.harvey@fakeu.edu"
"53","594619485","Smith","Emma","UG","4","SR","DEF1","B-","RE","emma.e.smith1@fakeu.edu"
"54","225240014","Rivera","Evan","UG","4","SR","DEF1","C+","RE","evan.j.rivera@fakeu.edu"
"55","954241513","Park","Ashley","GR","4","GM","DEFG","A-","RE","ashley.c.park@fakeu.edu"
"56","413942164","Woods","Ella","UG","4","SR","DEF1","C-","RE","ella.v.woods@fakeu.edu"
"57","101046943","Johnson","James","UG","4","SR","DEF1","B","RE","james.o.johnson@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"59501","201203","DEF","246","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Sanders, Ruby I.","Lecture","MW","4:10 PM - 5:30 PM","LH5","14"
"","Discussion","MW","5:40 PM - 6:00 PM","LH5","14"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","247362777","Guerrero","Diego","UG","4","SR","DEF1","D","RE","diego.m.guerrero@fakeu.edu"
"2","724509524","Morse","Ethan","UG","4","SR","DEF1","B+","RE","ethan.m.morse@fakeu.edu"
"3","875486064","Curtis","Robert","UG","4","SR","DEF2","A","RE","robert.l.curtis@fakeu.edu"
"4","735059481","Mullins","Alyssa","UG","4","SR","DEF2","B","RE","alyssa.h.mullins@fakeu.edu"
"5","136442633","Gregory","Jayden","U2","4","U2","DEF2","A-","RE","jayden.j.gregory@fakeu.edu"
"6","178568031","Snyder","Mason","UG","4","SR","DEF2","C+","RE","mason.j.snyder@fakeu.edu"
"7","318617767","Kirk","Jayden","UG","4","SR","DEF1","C+","RE","jayden.s.kirk@fakeu.edu"
"8","718757414","Stewart","Nathan","UG","4","SR","DEF1","B-","RE","nathan.m.stewart@fakeu.edu"
"9","271096932","Thomas","Michael","UG","4","SR","DEF1","C+","RE","michael.i.thomas@fakeu.edu"
"10","239038875","Haley","Natalie","UG","4","SR","DEF2","B-","RE","natalie.v.haley@fakeu.edu"
"11","322243787","Castaneda","Kaylee","UG","4","SR","DEF1","C","RE","kaylee.a.castaneda@fakeu.edu"
"12","686887754","Holt","Benjamin","UG","4","SR","DEF1","B+","RE","benjamin.m.holt@fakeu.edu"
"13","878623711","Rowe","James","UG","4","SR","DEF1","A","RE","james.v.rowe@fakeu.edu"
"14","896714096","Poole","Mia","UG","4","SR","DEF1","C-","RE","mia.a.poole@fakeu.edu"
"15","249922651","Reese","Jayden","UG","4","SR","DEF1","C","RE","jayden.m.reese@fakeu.edu"
"16","544276086","Martinez","Claire","UG","4","SR","DEF1","B-","RE","claire.v.martinez@fakeu.edu"
"17","362727338","Wallace","Brandon","UG","4","SR","DEF1","C-","RE","brandon.t.wallace@fakeu.edu"
"18","602744021","Weiss","Christopher","UG","4","SR","DEF1","A-","RE","christopher.g.weiss@fakeu.edu"
"19","864506041","Mcfarland","Emily","UG","4","SR","DEF1","B","RE","emily.h.mcfarland@fakeu.edu"
"20","473243017","Walters","Hannah","U2","4","U2","DEF1","A","RE","hannah.j.walters@fakeu.edu"
"21","182289451","Gray","Joseph","UG","4","SR","DEF1","C","RE","joseph.j.gray@fakeu.edu"
"22","895089926","Carlson","Alexis","UG","4","SR","OT62","C","RE","alexis.s.carlson@fakeu.edu"
"23","768953601","Simmons","Jason","UG","4","SR","DEF1","A-","RE","jason.k.simmons@fakeu.edu"
"24","676449501","Thomas","Nicole","UG","4","SR","DEF1","C","RE","nicole.m.thomas@fakeu.edu"
"25","357939893","Griffin","Angelina","UG","4","SR","DEF1","A","RE","angelina.w.griffin@fakeu.edu"
"26","104825844","Grant","Elijah","UG","4","SR","DEF1","B-","RE","elijah.b.grant@fakeu.edu"
"27","138824586","Miller","Kimberly","UG","4","SR","DEF1","C-","RE","kimberly.a.miller@fakeu.edu"
"28","735998399","Foster","Liam","UG","4","SR","DEF1","D","RE","liam.a.foster@fakeu.edu"
"29","225240014","Rivera","Evan","UG","4","SR","DEF1","C+","RE","evan.j.rivera@fakeu.edu"
"30","925618877","Fuller","Lily","UG","4","SR","DEF1","B","RE","lily.x.fuller@fakeu.edu"
"31","586207640","Casey","Liliana","UG","4","SR","DEF1","B-","RE","liliana.k.casey@fakeu.edu"
"32","739690943","Gibson","Jade","UG","4","SR","DEF1","F","RE","jade.v.gibson@fakeu.edu"
"33","895949278","Fields","Samuel","UG","4","SR","DEF1","C+","RE","samuel.i.fields@fakeu.edu"
"34","975951467","Thompson","Aubrey","UG","4","SR","DEF1","C","RE","aubrey.a.thompson@fakeu.edu"
"35","307846633","Mcdonald","Abigail","UG","4","SR","DEF2","C","RE","abigail.g.mcdonald@fakeu.edu"
"36","143611600","Sims","Eli","UG","4","SR","DEF1","C-","RE","eli.c.sims@fakeu.edu"
"37","918308322","Bowman","Angela","UG","4","SR","DEF1","C+","RE","angela.l.bowman@fakeu.edu"
"38","908577601","Newton","Jordan","UG","4","SR","DEF1","C","RE","jordan.o.newton@fakeu.edu"
"39","961756621","Jackson","Naomi","UG","4","SR","DEF1","C+","RE","naomi.b.jackson@fakeu.edu"
"40","806876366","Jackson","Olivia","UG","4","SR","DEF1","D","RE","olivia.c.jackson@fakeu.edu"
"41","296891326","Turner","Leonardo","UG","4","SR","DEF1","D","RE","leonardo.m.turner@fakeu.edu"
"42","828998645","Jackson","Kevin","UG","4","SR","DEF2","A","RE","kevin.a.jackson@fakeu.edu"
"43","342793744","Holland","Stella","UG","4","SR","DEF1","C+","RE","stella.v.holland@fakeu.edu"
"44","543503323","Howard","Aiden","UG","4","SR","DEF1","C-","RE","aiden.h.howard@fakeu.edu"
"45","551001063","Fisher","Aaron","UG","4","SR","DEF1","C+","RE","aaron.j.fisher@fakeu.edu"
"46","832392984","Johns","Zoe","UG","4","SR","DEF1","B","RE","zoe.a.johns@fakeu.edu"
"47","317658030","Carter","Bella","UG","4","SR","DEF1","B-","RE","bella.a.carter@fakeu.edu"
"48","140631953","Jenkins","Michael","UG","4","SR","DEF1","B","RE","michael.w.jenkins@fakeu.edu"
"49","807219098","Walsh","Julian","UG","4","SR","DEF2","C+","RE","julian.d.walsh@fakeu.edu"
